waktu,username,text
2021-10-11 20:14:44 +0700,suklisius, @ainurohman Keknya benar kena mental ya pemain Indonesia ini pasca-Covid... Ã°Å¸ËœÂ­
2021-09-27 16:55:59 +0700,Gusra_kus," @airlangga_hrt Calon Presiden Terkuat di 2024 mendatang.   Pandemi Covid-19 menggembleng mental , sikap dan kinerja @airlangga_hrt   Kerja Untuk Indonesia Ã°Å¸â€¡Â²Ã°Å¸â€¡Â¨Ã¢Å“Å   #AirlanggaTunjukanKinerja"
2021-12-01 22:59:07 +0700,saikru77," @alextham878 Yang pinter itu mereka lho! Yg bodoh ya rakyat indonesia, udah kelakuan begitu masih ada yg dukung. Mental rakyat indonesia itu mental dijajah, disawer 50rb mingkem! Ahok ngomong segamblang gitu aja ga ada yg dukung, kan bangke rakyat kita ini"
2021-10-29 22:50:04 +0700,NYatiDjafar," @alzaaja @INABadminton OG nggak bs patokan,Mrk kena Covid,dua2nya lg,pasti langsung ke Mental.Terlalu riskan dipisah krn chemistry udah oke,mulai dr awal bagi senior sangat sulit,pekerjaan trlalu byk dibanding benahi kkurangan Mrk,blm lg Mrk msh XDterbaik Indonesia saat ini,gap dgn pelapis trlalu jauh"
2021-12-02 00:27:38 +0700,kapapallayar, @AmandaDaviss Kesehatan mental gue dah terganggu kembali Ã°Å¸ËœÂ¢
2021-08-09 11:36:49 +0700,writelogy," @amaramara_x Kaaaak inget gak judul yang kakak saranin? Udah ada juga masaa, alhasil aku ngambil bagian kesehatan mental siswa selama pandemi Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­"
2021-08-11 06:41:26 +0700,Rickyraj06," @anandmahindra @Sarcaswari Due to covid-19 has caused many problems in my life, business is closed since 1 year, going through mental and financial troubles, my family has become unstable, life has become disturbed help me +917903470514"
2021-08-10 06:17:20 +0700,txt_dante," @AREAJULID aroganisme dia, mikir kalo sakit juga dia punya banyak duit buat rest di RS mevvah atau isoman dengan perawat pribadi maybe--   buat kalian yg berjuang sendiri dan tetep sabar hadapin pandemi ini sekali lagi kalian yang paling keren mental, tenaga waktu dsbg. kalian keren Ã°Å¸Â¥Â°"
2021-10-26 18:00:03 +0700,CryptoSheren," @AREAJULID Km pikir saat ini semua orang yg kena dampak Pandemi  lagi baikÃ‚Â² aja Mentalnya???lu mah mental lagi ga baik masih bisa jalanÃ‚Â²,coba pikirin lagi orang lain yg ga bisa jalan2"
2021-11-24 00:44:59 +0700,pcrnydoy1," @AREAJULID miris banget sama indonesia,banyak orang yg pandangan nya kurang sama kesehatan mental,ga kebayang gimana tromanya sikorban itu kan?harus punya hukum yg tegas biar pelaku jera dan org2 takut ngelakuin kejahatan itu.MIRIS bgt sumpah.ngerasa ga trima cewe di gituin."
2021-07-24 19:05:30 +0700,povdrakor," @AREAJULID SETUJU... selain kenangan, pandemi juga bisa disebut sebagai ""ujian"" bagi para orang tua, sejauh mana mereka memahami kondisi anak-anaknya di situasi kayak gini.. apakah orang tua care dengan mental health anaknya atau enggak, ketika jawabannya ""enggak"". gue hanya bisa berdoa ..."
2021-11-22 10:54:33 +0700,BaytzyE," @arilovesjinny Gua tau Mental orang indo itu udah pasti Kuat, yang penting jaga kesehatan Dek Dits, selalu bahagia, dan selalu jadi inspirasi untuk kami para Lockeys Indonesia. #indopride Ã°Å¸â€¡Â®Ã°Å¸â€¡Â©  #ProudOfYouDita   #ProudOfYouDita"
2021-12-02 06:59:31 +0700,peoplplease," @B52Malmet He's going through a mental struggle over this. I'm sure it has played over and over, non-stop, in his mind since it happened. It's taking its toll on him."
2021-08-11 06:34:01 +0700,KyranaFau, @balaputra_deva Ini namanya jadi tolol dan tidak berpendidikan soal kesehatan mental. Ga ada yg bisa dibanggain.
2021-12-02 06:59:56 +0700,jim_range," @beaneeeeee I said ""are you like every other basic 25 year old still living at home with a dog you adopted in college to help with a made up mental illness""  She promptly blocked my number Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š"
2021-07-09 18:21:29 +0700,_najmiazman," @BernamaTV Ye ye memang rakyat nak kau jadi TPM masa pandemic ni dan bergambar first day pegang jawatan tu, mana ada rakyat mati, mana ada rakyat kebulur, kes bunuh diri memang rendah, rakyat okay je mental health ke laut, kes positif covid pun hampir 1 angka. BINGAI."
2021-09-02 05:57:14 +0700,kharisardi," @bertanyarl Berat sih memang, apalagi kalo ngga didukung dosen yang supportif, udah mikir biaya kuliah, skripsi yang ga direspon respon, dll. Semangat buat masnya, semoga dilancarkan segala uruannya. And again, kesehatan mental ga main main, kalo punya temen sem akhir, semangatin terus Ã°Å¸â€˜Â"
2021-08-11 06:43:40 +0700,g0ldenbabyyy," @bertanyarl Kesehatan mental gue belum stabil, gue kasian sm anak gue nantiÃ°Å¸Â¥Â²"
2021-08-09 10:49:17 +0700,SukaDiManjaaa," @bertanyarl Terbukti, pandemi ini membuat gangguan mental"
2021-04-17 03:41:02 +0700,MNS4773," @biacoron24 @BreadLupita @teddyboylocsin Si Mayor lang ba talaga naging tuta ng China? Bukod sa WPS at COVID response issues, wala ba syang mga isinabatas para sa masa? Ngayon, may free college tuition, free irrigation, mental health law, no tax para sa less than Php 250k ang annual income. Balewala ang mga yun sa yo?"
2021-08-10 01:20:08 +0700,tickleadorable, @Bijiganja istirahatin mental bang biar ga makin gila gegara kelamaan pandemi
2021-08-11 06:33:29 +0700,PowerBallLife," @billcarlisle @MarcosPena1961 @wsvn People love to disregard the physical, mental and monetary damage that comes from Covid just because people donÃ¢â‚¬â„¢t die."
2021-12-01 22:11:07 +0700,Lyyndd," @bisakahharusbis Emm kayaknya smua kerjaan ada plus minus nya dehhh. Jalanin apa yg ada di depan mata. Klo butuh ambil ajaa kerjaan lagi susah. iya ngerti kesehatan mental lebih penting, tpi gapunya uang lebih bkin stress"
2021-08-10 17:26:54 +0700,witwitanijo," @bloomiixng @fairyneocity @txtdarimbul @AREAJULID Beberapa gejala Covid-19 masih berlanjut. Meskipun udah melewati masa inkubasi virusnya dan kalau antigen ulang hasilnya negatif. Long Covid ini bisa terjadi berbulan-bulan. Jadi, buat merawat mental kita ya terima saja dan kalau tubuh udah gak kuat ya istirahat saja."
2021-08-11 06:36:20 +0700,Sayitisntso5, @bradleydevlin And you find that acceptable?  Not every child that gets COVID will die but the long term effects can cause both mental and physical impairment.
2021-11-23 15:32:36 +0700,kamuselaluhebat, @BTS_twt Ka yoon besok aku bakal uprak bahasa indonesia besok aku bawain ceramah tentang isu kesehatan mental doain ya kak supaya aku dapet nilai bagus dan semoga materi yang aku sampein besok bisa bermanfaat buat orang lain
2021-12-02 00:27:46 +0700,raraaa0713," @BTS_twt Tidak bekerja keduanya akibat pandemi, jadi anak perempuan pertama bnr2 berat banget. Pgn ngilang aja tapi masih punya rasa tanggung jawab sama adik, harus ngejar materi atau jalan pelan yang penting mental sehat, i donÃ¢â‚¬â„¢t know what IÃ¢â‚¬â„¢m supposed to do Ã¢â‚¬Â¦"
2021-12-01 23:25:49 +0700,rbanyu_38," @CenayangFilm Demi kesehatan mental gue, ga akan gue tonton Ã°Å¸â„¢ÂÃ°Å¸ÂÂ»"
2021-12-01 11:51:49 +0700,iiiiifffffffhhh," @ceritatehfidy Ingatlah wahai temanÃ‚Â² bahwa industri entertainment Indonesia tidak terlalu mengkhawatirkan ucapan netizen, mau netizen berkata abcd juga gak bakal didengerin karena mental org indo terlalu bebal dan sangat kuat Ã°Å¸ËœÂ­"
2021-08-09 23:49:45 +0700,billie9eulis, @ceritatehfidy Panjangnya patpuluh kilo meter Potong pulsa karena menelefonmu Paling pandai kau mendua Pengen punya kulit mulus Pejuang pandemi kuat mental Pengen punya keuangan miliaran Pengen punya koleksi mobil Perasaan pun kian memudar  Anjir ga jelas bgt maap teh T__T
2021-12-02 06:58:19 +0700,sportdoctorapb, @chuentoi @itsmeangling @MDzulNurfaizal @calvindws @oak_math_lee_91 @BebasVisaID @IvanRT05 @addamfarizi @yovie_myg @MikeyAM97 @Menlu_RI @kumparan Termasuk mental membully bukan untuk mencari solusi. Itu di Indonesia masih ada. Jadi saya fikir perlu adanya edukasi yang baik dari semua lini. Seperti mental hanya mencari cuan dll.
2021-08-11 00:44:53 +0700,pain99__," @cindynsrn ya mau dipaksa gimana pun klo udh ga sefrekuensi ya gabakal bisa baik terus,mending udh stop cari cara lain ketimbang maksa yg akhirnya bisa jd berantem terus ngerusak mental dan kesehatan lo."
2021-11-11 16:02:46 +0700,Egi_aNdRa," @cobra4888 @blekatze @CNNIndonesia ooww,,jd bapak ini yg menang y mas ?? jd yg ngangkat menteri ""koruptor"" bansos di saat pandemi itu bapak ini y mas ?? apakh boleh dikatakan ini salah satu ""revolusi mental"" itu ??"
2021-08-10 14:48:26 +0700,Kroneckerdelta7," @collegemenfess 0,07 itu gegara kesalahanku dalam ngebaca soal pas ujian, sama kondisi mental yg kurang stabil gegara pandemi"
2021-08-06 16:27:21 +0700,arisasahara," @collegemenfess Awalnya disuruh fk, tapi ga kuat mental sama takut darah jadinya ambil kesmas yg tetap di bidang kesehatan. Pas research, ternyata jurusannya menyenangkan karena ada 8 peminatan lagi. Prospek kerjanya juga luas. Apalagi masa pandemi ilmu kesmas banget"
2021-08-10 19:39:31 +0700,ra1denshogun_," @collegemenfess Gapapa nder memang ppkm dan pandemi ini bkin kita capek, aku jg ko capek mental capek pikiran, gbs ngembangin diri dgn maksimal, gbs explore hal lain gua ngerasa ky katak dlm tempurung asli dh. Temen kampus jg gk ad yg dkt2 bgt dan suka muncul ketakutan gua yaitu gpny temen:)"
2021-11-23 09:23:47 +0700,lalisalegoo," @collegemenfess Kesehatan mental, bahasa indonesia"
2021-10-18 17:24:58 +0700,perveksionis, @collegemenfess Pengaruh Spesifikasi Perangkat Terhadap Mental Mahasiswa dalam Menghadapi Perkuliahan Daring Di Masa Pandemi COVID-19 Era Industri 4.0 Demi Mewujudkan Masyarakat Indonesia yang Madani Sejahtera dan Sentosa
2021-08-06 08:24:04 +0700,vii_alfi," @criscnthemum @collegemenfess Selamat pagi. Kami tim EMOSPOT  mengharapkan kesediaan saudara/i untuk mengisi kuesioner mengenai ""Strategi Pemulihan Kesehatan Mental di Masa Pandemi COVID-19.""   https://t.co/jA7ZRbYZNP  Terima kasih, ya! Hal-hal baik akan melahirkan hal baik pula, entah sekarang atau nanti."
2021-09-02 06:58:58 +0700,nugrohoed, @darkcruise @Quvvatt @__KangMasMo3__ Mental mereka sdh drop denger ekspansi jepun di asia ......
2021-11-01 20:10:41 +0700,diponegros," @democrazymedia Maksudnya jadi beban mental PDIP, yg terpaksa tergiur untuk banjakan korupsi dana bansos untuk rakyat miskin di kemensos di saat pandemi ya?!"
2021-09-02 06:59:29 +0700,Joseant49980350, @DeniseDresserG Por salud mental seÃƒÂ±ora ya no escriba pendejadas
2021-08-08 18:32:48 +0700,shyntako," @Desty007 Memang g cm fisik yg harus strong, mental juga harus tahan banting di masa pandemi gini yaa"
2021-10-15 15:29:45 +0700,dorothiya, @dhianitas__ @wahnderingsoul Ikatan Psikolog Klinis (IPK) Indonesia menyediakan berbagai sumber daya yang dimiliki untuk menjaga kesehatan mental masyarakat Indonesia selama masa pandemi COVID-19 diÃ‚Â  https://t.co/MNQbKKB65JÃ‚Â atauÃ‚Â  https://t.co/YXSsnwc8Un
2021-08-10 08:07:15 +0700,uuah_y0u, @dusrimulya ya memang seperti itu. kalo saya mungkin juga Alan seperti itu keputusannya. kecuali saya punya pembantu yg mau total ga digaji Dan total bekerjasama dengan rakyat utk kompak atasi pandemi ini bareng2.. mau Joe biden yg mimpin juga sama aja kalo mental kita semua cuma bs nyinyit
2021-12-01 22:31:20 +0700,oiohmkhaphi," @EarthMix_fess Doaku buat mereka kedepannya semoga mereka diberikan kesehatan dan keselamatan baik fisik maupun mental dlm pengerjaan series ataupun real life mereka, semoga dlm project mereka gada hambatan dan happy selalu selama syuting dan dikelilingi orang2 baik, n sukses 4 their projectsÃ°Å¸â€™Å¾"
2021-08-10 18:30:29 +0700,Lufina20," @EricYuda_ Kuncinya tetep stabil, pandemi menguras mental dan pikiran.  SalingBantu Indonesia tangguh"
2021-08-10 10:03:00 +0700,thesmsl," @faizalrisyaf13 Doi trauma dapat serangan mental hebat lur. Dadi tulung dipahami, dimesaakke. Adewe kudu iso ngerti konteks pandemi yg serba sulit dan gimana rasanya jadi tulang punggung keluarga."
2021-12-01 18:55:44 +0700,kpgunawan, @FerdinandHaean3 Bukannya istilah 'pribumi' dipakai oleh penjajah untuk merendahkan bangsa indonesia. Kenapa kok masih suka merendahkan bangsa sendiri dengan menggunakan istilah 'pribumi'? Mental doyan dijajah Ã°Å¸Â¤â€
2021-08-09 15:30:59 +0700,bibilbap," @FRin_sane jujur semenjak pandemi cuaca makin panas, makin seeing keringetan, jadi mandi ttp normal si kalo gua. kecuali kalo mental brikdens."
2021-08-11 06:55:58 +0700,Rickyraj06," @fundacionmessi @SOCatalunya Due to covid-19 has caused many problems in my life, business is closed since 1 year, going through mental and financial troubles, my family has become unstable, life has become disturbed help me +917903470514 Help me sir please help me Only 25 Lakhs dollars"
2021-10-23 11:30:34 +0700,SugiKawuloAlit," @geloraco Dengan revolusi mental katanya indonesia maju bersama jokowi, dulu sih gituh kata narasinya. Ã°Å¸â„¢â€ž  Terus kurang apalagi coba si Juliari Batubara pernah ikutan program revolusi mental, nyatanya Juliari sukses jadi maling dana bansos covid-19 doank kok. Ã°Å¸Â¤Â£Ã°Å¸Ëœâ€š   https://t.co/g3dnxBBi6e"
2021-08-11 06:58:17 +0700,Rickyraj06," @goal Due to covid-19 has caused many problems in my life, business is closed since 1 year, going through mental and financial troubles, my family has become unstable, life has become disturbed help me +917903470514 Help me sir please help me"
2021-11-20 17:38:18 +0700,keimlip," @heejian @iinjeong @ericnohn @UYUKHEl Menurut data riset Kementerian Kesehatan, selama lima tahun terakhir terjadi 2,3 Juta kasus aborsi di Indonesia. Hal tersebut berarti belum adanya kesiapan mental dari calon ibu untuk mempunyai anak,Ã¢â‚¬Â tuturnya."
2021-08-09 21:37:39 +0700,kusa_kuzu," @hijiril @AREAJULID Kalo langsung 1 bulan bisa banyak demo ricuh Seminggu seminggu gini ke mental nya ga kaya yg 1 bulan Lalu kalo 1 bulan mereka gamau ngeluarin bantuan buat ppkm Pengen nerapin UU penanganan pandemi, denda pake undang-undang giliran hak rakyat gamau ngasih haha wkwkland"
2021-12-02 00:41:16 +0700,ayas_an17, @HmfaqihA mpr = mental kere apa mereka gak melihat rakyat kecil yang semakin terpuruk akibat pandemi ?  #MPRmentalkerdil
2021-12-01 20:21:44 +0700,DwiJoko86983134," @hnurwahid Pak sampeyan gak mau kalo rakyat Indonesia terutama warga Jakarta hidupnya tenang,apa sampeyan seneng kalo Jakarta rusuh ato kisruh,Pejabat kok mental teroris,gak senang kalo rakyat tenang."
2021-12-02 00:42:19 +0700,jdoh13bujang," @hoshiluvssa jangan plis, malah jd kecanduan, ntar ga bisa berenti, bahaya buat mental kesehatan lo, I know it makes u feel better tp jgn Ã°Å¸ËœÂ­, masi ad banyam cara okey?"
2021-08-11 06:16:02 +0700,arshrdnto, @hrsmalik13 Ayes demi kesehatan mental pikirin lagi dah buat pindah dukungan
2021-08-11 04:44:06 +0700,Bbyove, @hyperabbit88 Ouhhh gth harus kuat aja si kesehatan dan mental ktna psti lbih cpek Ã°Å¸Â¤Â¸Ã¢â‚¬ÂÃ¢â„¢â‚¬Ã¯Â¸ÂÃ°Å¸Â¤Â¸Ã¢â‚¬ÂÃ¢â„¢â‚¬Ã¯Â¸ÂÃ°Å¸Ëœâ€ 
2021-12-01 22:12:51 +0700,ryanif_," @inilaraa @tegalfess kalo berat jangan di angkat kak wkkw Bener kak, nomer 3 menarik sih soalnya orang orang pada ngejar materi sementara jarang yg mikirin kesehatan mental mereka sendiri, menurut kakak gimana tu"
2021-12-01 23:53:25 +0700,modien_ganesa," @inyongmanise @jokowi Getah yg kena Jokowi berubah jadi minyak lulur, bagus utk kesehatan, setelah anwar@abbas ditangkap. Ayo densus 88, mental Anwar jadikan bebek lumpuh...."
2021-12-01 22:25:32 +0700,jakeycityx," @jaywme @bypoppinstar Semoga @ENHYPEN_members selalu diberi kesehatan &amp; kekuatan baik fisik maupun mental untuk terus maju meraih banyak prestasi, semoga karirnya makin sukses, makin dikenal baik oleh banyak orang, pokoknya do'a yg terbaik buat kalian Ã°Å¸ËœÂ­Ã°Å¸Â¤Â  all rules done, bismillah wish me luck Ã°Å¸Ëœâ€“Ã°Å¸Â¤Â²Ã°Å¸ÂÂ»  https://t.co/PYPe8mpICX"
2021-08-11 06:32:36 +0700,jayfournier," @jbcashmoney @fordnation IÃ¢â‚¬â„¢m livid with our governmentÃ¢â‚¬â„¢s (lack of) response and overall accountability with COVID - especially 18 months in.  IÃ¢â‚¬â„¢m honestly at a point where IÃ¢â‚¬â„¢ll go buy the air purifiers needed, supply the masks, etc for the sake of our kids mental health.  It neednÃ¢â‚¬â„¢t be like this."
2021-08-09 22:58:52 +0700,HAECHOC0BALL," @jejasmembiru MENTAL Q UDH KENA SLAMA PANDEMI, jadi ayo nikahin aq aja mas Ã°Å¸Â¥Âº"
2021-09-02 06:22:43 +0700,anieversary," @jogmfs Ya putuslah,ngapain mau menghabiskan hidup dengan orang2 yang jelas bisa ngatur2 kehidupan kita ,lebih baik mikirin kesehatan mental kita kalau misal nanti jadi nikah,apa vga meng dirongrong urip e"
2021-08-10 21:47:10 +0700,hamzzichoco," @jojizucker saya kata kau lah. kau tu mental. masa covid ni jgn nak cari pasal kat org lain, buat baik sesama manusia. takde kerja ke?"
2021-12-01 11:47:22 +0700,MansoorNayebi13," @KanthaSolomon @IOMinthePacific @ForumSEC @IOMFiji Please help the Afghan refugees in Indonesia. Today, a refugee set himself on fire in front of their UN office. They have been dealing with mental health problems for a decade."
2021-12-02 06:59:26 +0700,PeterClifford1, @koreysart And automatically block the trolls - they are not worth your time and energy - or your mental health. You are worth far more than that. That's what I do and then I don't have to think about them anymore!
2021-08-07 16:04:58 +0700,zeynal871," @kosmo_online kalau semua pakat letak jawatan adakah hendak adakan pru15 masa terdekat dlm keadaan covid yg serius.  ape punya gila ni. hishamudin cakap skg ni ramai yg sakit mental, betul la tu."
2021-08-10 11:26:21 +0700,eggrwoll," @lee_donghyukr @iyaaja011 @THEEDGEOF23 @hamba_sahaaya @tajembanget @AREAJULID Ketahanan mental masing masing orang itu beda, beban hidupnya juga beda. Ga semua orang mentalnya sekuat itu buat bertahan biar ga stress selama pandemi. Jangan cuma bahas dari segi agama, coba liat juga dari segi psikologi"
2021-08-11 06:40:31 +0700,di_sherman," @LentilsLove It absolutely is. Ppl dying from many other issues/diseases like heart disease, cancer, mental health whilst the sole focus of governments is on covid, which 97% ish of people recover from. WeÃ¢â‚¬â„¢re going to look back on this period and think Ã¢â‚¬Å“wtf were they thinkingÃ¢â‚¬Â?  Zero covid Ã°Å¸Â¤Â¦Ã°Å¸ÂÂ»Ã¢â‚¬ÂÃ¢â„¢â‚¬Ã¯Â¸Â"
2021-08-09 08:59:45 +0700,KimiRamen," @marlina_idha Pak Bambang Soesatyo ini dari Golkar. Terus, Ketua Umumnya bisa apa? Pasang-pasang Baligho di tengah Pandemi..  Revolusi Mental"
2021-12-01 09:10:30 +0700,YustinaRahayu3, @MARQUEZ__93 Demi duit. Ga relewan ni orang mental begini amat lagi pandemi  ampun deh Ã°Å¸â€˜ÂÃ°Å¸ËœÂ­Ã°Å¸â€˜Â
2021-09-02 05:24:34 +0700,ranrannugraha_, @mazzini_gsp Mas aku ke akun akun lain sering nanya termasuk ke @ismailfahmi - sebenarnya saat tes masuk ASN atau lembaga lain ada tes psikologi? Apakah tes itu selalu berkelanjutan tiap minggu/bulan layaknya pilot? Kesehatan mental perlu dicek berkala buat mereka juga kyknya.
2021-09-02 06:25:59 +0700,grintibobaaa," @mediteraniaq @KPIPusat Andai aja dari dulu masnya resign apalagi sampe bertahan di lingkup kantor yg toxic, walaupun alesannya ada tanggungan keluarga tapi tetep kesehatan mental yg utama Ã°Å¸Â¥Â² semoga masnya diberi kekuatan dan bisa perlahan sembuh dari traumanya"
2021-09-02 04:48:04 +0700,certifiedcone," @mediteraniaq @KPIPusat Bagian terburuk dari memiliki mental issues adalah penurunan fungsi tubuh, gangguan kesehatan.."
2021-12-01 21:33:41 +0700,arishima922," @missmayamulia Dr pada buat penonton kecewa kan,dan demi kesehatan mental si artis biar gk kepaksa trusssÃ°Å¸ËœÅ’Ã°Å¸â€™â€ Ã¢â‚¬ÂÃ¢â„¢â‚¬Ã¯Â¸Â..tau dah qw wess speachlessÃ°Å¸â„¢Æ’"
2021-12-01 22:41:35 +0700,librakaa, @morningdue_ Waahh desek2an krl sblm pandemi melatih mental kedewasaan Ã°Å¸Â¤Â£
2021-08-11 06:33:57 +0700,Rickyraj06," @mpparimal @PMOIndia @narendramodi @CMOGuj @byadavbjp @Ganpatsinhv Due to covid-19 has caused many problems in my life, business is closed since 1 year, going through mental and financial troubles, my family has become unstable, life has become disturbed help me +917903470514"
2021-08-11 05:59:22 +0700,Marco90917959, @municipios_de @SP_Veracruz Que tan pendejo se puede ser para que el retrasado mental de su gobernador CuitlÃƒÂ¡huac GarcÃƒÂ­a JimÃƒÂ©nez bloquee el libre transito VEHICULAR En la capital del estado creyendo que hacer esto algo tiene q ver con el covid afectando nuestros derechos Art. 11 Constitucional
2021-12-01 12:19:23 +0700,erenjaeger82," @Nangoku_Rufi Kalau mental lu kuat liat medsos orang Indonesia, silahkan aj. Tp jujur, gw sih GK kuat dan capek wkwk  https://t.co/SiCdkrmPTI"
2021-09-02 06:59:15 +0700,RosePaul333," @naziraphale I don't know, but someone is getting a mental bollocking."
2021-12-01 20:51:23 +0700,fareedsoleils," @NilaKencana8 Pantes jepang sama belanda jajah &amp; jarah Indonesia lama, ternyata mental cebong mendarah daging Ã°Å¸Ëœâ€š"
2021-08-11 05:42:25 +0700,MickCheeky23, @NURSEKPETE Many that arenÃ¢â‚¬â„¢t dead are dealing with Long Covid and severe mental health issues.  Can I shout out to #CNAs and #RespiratoryTherapists ?!
2021-08-11 01:59:51 +0700,kipasanginmiako, @odesius_ @RidhaIntifadha Gak melulu soal karir sih. Ada yg emang pure secara mental belum siap punya anak. Dan ada yg disebabkan oleh masalah kesehatan yg tdk mendukung utk memiliki anak termasuk psikis
2021-12-01 17:04:46 +0700,newspeed86, @OLX_Indonesia min setelah update app ko mental mulu yah di
2021-12-01 08:54:56 +0700,pakde_gatot," @pengarang_sajak Majelis Permusyawaratan Rakyat... Lembaga yg posisinya lebih tinggi di Indonesia, minta dimuliakan. Mereka sepertinya punya mental Penjajah..dgn gaya Arab Pesek.Ã°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂ"
2021-12-01 18:22:28 +0700,indra_zachuwe," @persib Mental tempe nyali nol besar ! Liga 1 indonesia tuh butuh nyali berani juga bukan hanya ngandelin teknik aja,pemain muda sendiri dibentak lawan gk ada seorang pun yg punya nyali mendatanginya,parahhhhh"
2021-08-11 06:13:54 +0700,Freedomlovesme, @PGulags @AblemanAdam @LeftistAaron @yopasta Nice attempt at mental gymnastics after your point was completely obliterated. The point is that covid is endemic. These fascist mandates have nothing to do with this virus.
2021-10-31 08:37:31 +0700,Widhi_Waskito," @rbima Mental tambeng / bebal itu yg tidak dipunyai negara lain. Optimis Indonesia lolos dari Covid, minimal Covid ngga ada tajinya lagi dah."
2021-07-26 13:44:26 +0700,osandreos, @redvelfess seulgi : kritik film &amp; art joy : rekomendasi laguÃ¢â‚¬Â lama wendy : encouraging threads (mental health) irene : cara mengaktifkan sixth sense yeri : 10 kegiatan produktif selama pandemi  RED VELVET QUEEN IS BACK #RedVelvet #Ã«Â Ë†Ã«â€œÅ“Ã«Â²Â¨Ã«Â²Â³  @RVsmtown
2021-08-07 10:00:09 +0700,tutuperkasa, @riskodp_ @kucingmenyerah @VivaVioIent @alfianrifqi @aajaayyyyy @tama28nda @doessense Hai abang Ã°Å¸ËœÂ Hikmah yg sy ambil krn mjd fans arsenal salah satu nya adl jd kuat mental. Termasuk kuat mental saat menghadapi pandemi covid &amp; PPKM skrg ini. Wkwkwkwk Ã°Å¸Ëœâ€š
2021-08-07 12:24:32 +0700,akmabertha, @robi_zamzam @PNS_Ababil Aku jd pienais tetep aja mental health ga sehat Ã°Å¸ËœÂµÃ¢â‚¬ÂÃ°Å¸â€™Â« terutama sejak pandemi. Berasa punya nyawa 7 aja Ã°Å¸ËœÂµÃ°Å¸ËœÂµÃ°Å¸ËœÂµ Yang penting target tercapaaaai~
